Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
ybtap55xo,"""True peace and security in the middle east will come with the removal of the US, Israel and all the apostates who ally with them and also with the removal of the treacherous Rafidah.

Islam is the solution."",","Salafi jihadi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב; ד. תמיכה בתכפיר קולקטיבי","",""
1meq1bcxg,""" Short passage from a treatise translated by @AbuIyaadSP ( ).,","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
lnp70molb,"""Ted Lieu dropped the heaviest accusation in American politics.

The Epstein files are being blocked because they show Trump raped children.,","Irrelevant","אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
cg85gulpq,"#allah #dua #clickdeen360  via @YouTube,","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
e6xw6j5d0,"""Activists stage a die-in at the BBC office in Glasgow, protesting against the BBC's biased coverage of the genocide in Palestine.,30.0","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
mvjobyo62,"""A piece of advice Ive been told when learning and retaining my hifdh:

Memorising is the easy part but retaining is the hard part. For if you untie a camel how quickly will it leave its owner, verily the Quran is faster than that. Dont let go of the Quran, the moment you"",55.0","Irrelevant","הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
fg979933g,""" PLAYLIST: Raman Reminders 2026

 Birmingham: @MasjidSalafi | @AstonMasjid,","Salafi taklidi","אילון כהן","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","","","",""
2aiy6gw0d,"""The riddah of the new Syrian government has become as clear as the sun, any who doesnt make takfir of them is either:

1) a supporter of the tawaghit, and thus a kafit

2) a stubborn denier who clings to the old Jolani

3) a jahil who doesnt know the basics of Wala wal bara"",95.0","Salafi jihadi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב","",""
8d3kgea0b,"Rid yourselves of this humiliation!,","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
b2snt8xrm,"""""I find it pathetic when Muslims argue online. 

Why are you wasting your time with someone youve never even met?

Why do you even care what someone random says about you?

Let the dogs bark.

In person, if a dog barksyou can always put it down.""
""
--------------,59.0","Irrelevant","אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
t3fp7xcdl,"Brother is back kindly follow him,4.0","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
30l2ln4hh,"""23 | #Ramadan1447 | ""THIS IS OUR BOUNTY"" | Shaykh Musa Jibril (  )
PDF:,","Salafi jihadi","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","",""
qq69pci07,"""""Crown Prince Muhammad Bin Salman at Masjid An Nabawi 
""
--------------

Even a Kafir is praying what is your excuse?,","Salafi jihadi","הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב","","","","","","","","","","","",""
llns1g2pw,"""""How Saudi Arabia Actively Helped Iran Grow

-- With confessions by Saudi Officials

At a time when the Palestinian resistance is unfairly attacked for being ""Iranian"" by Saudi Media, it is important to address the Saudi hypocrisy. 

 A Thread 
""
--------------

For more check out this thread from Xumas the Zindeeq May Allah guide him,","Irrelevant","אילון כהן","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","","","",""
winjjk13g,"""""PM @netanyahu, Right now Iranians are holding their dying loved ones, just like Jews in Nazi gas chambers, staring at the ceiling, wondering: will the gas come faster or will help arrive in time?
Your foreign policy and war strategy mean nothing to them.
Only your own words keep echoing in their heads.""
""
--------------,34.0","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
vuilzjsge,"The IRGC has attacked the US Consulate in the UAE's city of Dubai.

 Coordinates:
2515'49.58""N 5518'43.89"",","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
df9modztv,"Inventing Partners With Allah Is Ultimate Injustice |ClickDEEN360  via @YouTube,","Salafi taklidi","אריאל כהן","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
x26amjptj,"""""Being a Muslim is fun just blame every bad thing on shaytan or nazar and move on!""
""
--------------,68.0","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
1v9q89nf9,"""NEW VIDEO

 A FASCINATING WALK THROUGH OF THE BUILDING 

 A MUST WATCH 

May Allah reward our Shaykh Dr. @Abdulilah_UK for his heartwarming endorsement of our Fundraising Campaign #Race2Ramadan 

Lets take his advice and donate generously to this cause!

Help us open our doors for our community and aid us in establishing this Markaz in the summer,","Salafi taklidi","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","",""
0n91r30ig,"To add one more thing: Iranian nationalists always ignore is a map they can never answer. The average Iranian is not even aware of this basic fact, and once you see it, the fairy tale of a uniquely ordained Iran with natural borders uniting Aryans since antiquity collapses. But as a starter, Iranian speaking peoples did not even originate on the Iranian plateau at all. They migrated into it. Before them, the Elamites were already there, non Iranian in language and identity, with a civilisation LONG predating the arrival of Iranians. The same applies to Kurds, who long predate the modern Iranian state and were later absorbed into a Persian nationalist project they never consented to.
The geology alone destroys the myth. The Arabian plate penetrates deep into what is now called Iran. Ahwaz, historically known as Arabistan even under the Safavids, sits on the Arabian plate, not the Iranian microcontinent. That is why its climate, landscape, and historical orientation align with Mesopotamia and Arabia, not the Persian heartlands. This is not ideology. It is geology. These are factsz simple as.
The same fantasy is imposed on Kurdish lands. The Zagros was never a sacred Persian boundary. It was a zone of movement and autonomy for Kurds and other highland peoples, later subdued through conquest and centralisation.

So when Iranian nationalists talk about natural borders, what they really mean is simple. These are territories they conquered early enough that they now pretend geography itself demanded it. This is not destiny. It is conquest rewritten as nature.,50.0","Irrelevant","הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
n17zcuatz,"""16 | #Ramadan1447 | ARE THERE ANY MORE?  | Shaykh Musa Jibril (  ),","Salafi jihadi","אילון כהן","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","","","","","","","",""
gm9caci2d,"Made me think of these ahadith on the topic of eating non-halal and immodesty, interesting,69.0","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
e7syn3lm3,"Live Now at the #SalafiMasjid
 
 Jumuah Khutbah

 By @AbuKhadeejahSP,","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
jjwlg31rv,"""Alamdulillh! We thank Allah for His countless favours upon us, from them worshipping Him during the blessed month of Ramadan, the month legislated for us to attain Taqwaa!

May Allah multiply the reward of our dear and beloved teacher @AbuRayhaana for benefitting our community with impactful reminders this week. As highlighted, do not be deceived by this Dunya; instead, strive to be steadfast in obedience to Allah, aiming to be from His party and, by His mercy, enter Jannah, and not from the party of Shaytn, who calls to the disobedience of Allah, which leads to the Hell Fire!

We ask Allah to make us from His party!

Please remember we have a target of 250kto raise to complete our refurbishment project. 

Please donate generously and spread awareness! We must get this done for the sake of Ash-Shkir! We ask Al-Kareem to grant you houses in Jannah!

 Card & PayPal



Bank Transfers:
Bank Name: HSBC
South West London Islamic Society

Sort Code:
40-01-07
Account Number:
4 1 7 7 1 7 8 7"",","Salafi taklidi","אריאל כהן","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
imfk468lf,"""What Is The Reality Of Major Sins?,","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
8ri5jfygd,"NOTAM's issued in Iran today (18/Feb):
- (A0605/26): Closed airspace in designated areas for ""Rocket"" launches on the 19th of February for a period of 10 hours, starting 3:30 UTC, to 13:30 UTC.,","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
uouj5v6dh,"""Daniel the Mushrik & Crypto Rafidhi: Ibn Taymiyyah says Muslims must favor Rafidhah over Jews and Christians.

Shaykh Al Islam Ibn Taymiyyah: Makes Du that Allah makes him from those who perform Jihad against the apostate Rafidhah.

This guy needs to hire better ghost writers."",","Salafi jihadi","הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","ח. אחר","","","","","","","","","","","",""
o8dme549n,"""The difference between a Palestinian date and an Israeli date"",","Irrelevant","אילון כהן","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","","","",""
60c00qamj,"""In this blessed month, lets not forget our fallen brother @ARfitness_uk who passed away in a car crash. He was a good person, he benefited me a lot, this is the least I can do to repay him. May he rest well."",","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
zodhpjgo2,"""Allah has bestowed upon us the tremendous favor of continuing to discover manuscripts of the works of Ibn Taymiyyah and of his students and followers.

Multiple volumes of his Tafsir works are planned for publication, including one volume being published for the first time.,","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
byj90y2js,"""Remember Hamit Coskun the Quran burner?

The guy who the far-right lionised and made into a martyr simply because of their deep bigoted hatred for Islam and Muslims? 

He strangled his wife to death. Hes a murderer.,","Irrelevant","אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
l2w98yvt0,"""""An academic surface-to-air missile project named Omid developed by students of Jabal al-Siraj Boys High School in Parwan province, secured first place at the National Science Competition Center in Kabul, competing against representatives from all 34 provinces of the country. 
""
--------------

What kind of school project is this,6.0","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
b7g1b9hb2,"""The West must dismantle the Muslim Brotherhood in full, not just monitor it, not just debate it. Dissolve it. Shut down its networks, charities, and political fronts.

Countries like Ireland, the UK, the US, France, and Germany must follow the example set by the UAE and Jordan. These arent just foreign policy moves, theyre acts of national defense.

Every day the Muslim Brotherhood is allowed to operate is a day it recruits, infiltrates, and rewrites the rules from within. This is not an organization with a place in civil society. It is a threat engineered to exploit it.

The UAE labeled the Muslim Brotherhood a terrorist organization and removed it from every institution, educational, religious, financial, and civic. Jordan went even further: the Brotherhood formally dissolved itself after losing all political and legal ground. These were not gestures. They were deliberate state decisions to eliminate the roots of radicalism before they could bloom into violence.

The same clarity is needed across the West, before the same patterns take hold in new soil"",","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
yf8vw9gss,"""11 | #Ramadan1447 | DISOBEDIENCE TO PARENTS | Shaykh Musa Jibril (  )
PDF:,","Salafi jihadi","הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","",""
2objoe7xt,"""A mosque in Homs, Syria 

 The Iranian tyrant has perished  

 The tyrant who made our blood,  the blood of Ahl Sunnah, lawful in Syria  

 Glorify Allah for the destruction of the tyrant,","Irrelevant","אילון כהן","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","","","",""
gzil81pd7,"""'You helped us against the Soviets and USA.'

Afghan Defence Minister thanks Pakistan's scholars and masses (instead of Pakistan's junta) for helping Afghans over decades.

Yaqoob's a refreshing contrast to his Pakistani counterpart who's busy ranting against Afghan refugees on X,","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
yqjg9huwc,""" [Playlist] Raman Reminders 1447 | 2026.

 New Tracks Added:
- Fasting: A Tremendous Act of Worship - Sh Abu Idrees Muhammad Khn
- Ahlul-adth are the Protectors and Preservers of the Shari'ah - By Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP | @AbuIdrees,","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
jaqobxa7w,"Alhamdullilah the Rafidhi Dog of hellfire has perished.
May Allah give the same fate to the rest of the Tawagheet and make a way for the true Mujahideen to establish Allah's religion.,","Salafi jihadi","אריאל כהן","","","","","","","","","","","","","","","Salafi jihadi","ג. קריאה לג׳האד התקפי (לא הגנתי)","","","","","","","","","","","","","","","",""
78wuuuo2r,"""With a Wednesday (Feb.18) start of Ramadhaan 1447, the last ten nights begin on Monday night (the eve of Tuesday, the 21st of Ramadhaan).

01-10 = the first ten
11-20 = the middle ten
21-30 (or 21-29) = the last ten

May Allah give us success in catching Laylat al-Qadr (a single night better than a thousand months [of worship]).

As our Prophet (may Allah raise his rank & grant him peace) said: Seek it out within the odd nights of the last ten."",","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
ohmfhghe4,""" I can confirm am struggling to keep up and stay sane!"",","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
zhyabk79v,""" Your wealth is not a sign of Allah's love for you without Imn,","Irrelevant","הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
84zsi0gmf,"""Jonathan Hall's wife is jewish.
He has volunteered for security duty at her synagogue near their north London home.
They regularly holiday in 'israel'.
His father-in-law, Dyson, is a patron of Lawyers for 'israel'.

Now, Hall wants critisim of 'israelis' to be illegal in Britain."",86.0","Irrelevant","אילון כהן","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","","","",""
dulb6tpn6,"""I am officially addicted to monitoring the situation 

And if you havent been monitoring, the situation was crazy all day 

Situation monitoring might be the greatest activity ever"",","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
lhtjs0id8,"Everyone Chooses Their Path  |ClickDEEN360  via @YouTube,","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
hb7m43hc0,"Most Claim Belief Yet Commit Shirk |ClickDEEN360  via @YouTube,","Salafi taklidi","אריאל כהן","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","","","","","",""
kaqbnzpj4,"""Is it valid to say the suffering in Sudan and Palestine is from the sins of the people primarily?
- A question put forth to Ustadh @British_Hanbali 

See answer below:,","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
jjtc4adc9,"""Israeli settler stole a refrigerator from a Palestinian home and tried to carry it away on his back but got crushed. 

FAFO.,","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
76871fifs,"""Khamenei, the oppressor, tyrant, and butcherer of Muslims is no more,","Irrelevant","הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
m4par1bjw,"#islamicreminder #quran #health #hearthealth  via @YouTube,","Irrelevant","אילון כהן","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","","","",""
jmzku7pof,"""I think it might be slanderous and injustice towards the Hypocrites at the time of The Prophet    , to compare the UAE government to them. The UAE government are in a Nifq class of their own, as well as all those Madkhalis who defend them, whilst knowing their reality. (@FarisHammadi and co.).

  "",","Salafi jihadi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; א. האשמה בכפירה של שליטי ערב; ד. תמיכה בתכפיר קולקטיבי","",""
inem450c1,"""A voice called out:

This is how the funerals of the Imms of Ahl al-Sunnah should be!

The crowd burst into tears at these words. People threw their handkerchiefs and turbans onto the wagon carrying the Shaykhs body. Over 200,000 men where estimated to be in attendance. 

Salt al-Ghib (funeral prayer in absentia) was preformed for him in most regions of the Muslim world, near and far. Some travellers reported that the news of his death had even reached the remotest areas of China so much so a public call was made for the funeral prayer in these places: 

The prayer for the interpreter of the Qurn

- Abridged from Ibn Rajabs account of Ibn Taymiyyahs death, from his work: Dhayl Dabaqt al-Hanbilah."",","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
gx0hwueb9,"""Ahmad Zaidan, recounted that when he asked al-Jaulani whether he adhered to the ideology referred to as al-Wahhabiyyah...

Al-Jaulani replied that he did not believe in it and that he would, through a tadarruj process, gradually change the mindset of the young mujahidin...,","Irrelevant","אריאל כהן;ענה-יה אך","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
y9lgkywj0,"""Marriage these days has become really tough for young people, especially the ones who are serious and committed to their deen. Ive seen and heard stories of so many good suitors being turned down for no real reason.

Decent, respectful and hard working, the kind any parent should be happy to have in their family - yet theyre getting rejected for nothing.

It just shows a lack of proper judgment and leadership from some parents, causing a lot of unnecessary problems and fitna in society. 

Allahs help is sought."",","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
5tppsyss1,"""""BREAKING: The U.S. State Department has ordered American diplomats to leave Saudi Arabia after drone attacks near the U.S. Embassy in Riyadh.

Source: NYT""
""
--------------

No, please stay put in the Land of Tawheed,","Salafi jihadi","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Skip","בגלל השואה האחרונה, לי ברור שמדובר בטון ציני שתוקף את סעודיה (שנקראת גם לנד אוף תאוחיד) בכך שהיא נותנת מקלט לאמריקאים. השאלה היא האם המערכת יכולה לשכלל את כל המידע הזה בכדי להבין שמדובר בסלפי גיהאדי ולא תסווג את הציוץ כלא רלוונטי","","","","","","","","","",""
bdv5iwymk,"""A lot of people on that list"",71.0","Irrelevant","הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","",""
goxqddew2,"Allah Knows the Arrogant Hearts of the Disbelievers |ClickDEEN360  via @YouTube,","Irrelevant","אילון כהן","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","","","",""
1mkonkvra,"""Shaykh Alwan has declared every Israeli above the age of puberty one whos blood is halal

There is no mercy to the occupiers"",94.0","Salafi jihadi","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi jihadi","ג. קריאה לג׳האד התקפי (לא הגנתי); ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
l9m6xb0aw,"""Fixed it,2.0","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Skip","הפוסט הזה נראה תמים אבל זה ביטוי שמוסלמים סלפים משתמשים כדי להגיד שצריך לתקן את כל הדור ביד ברזל אז לא יודעת מה לחשוב","","","",""
s2pebvstk,"The thieves of Ramadan,","Irrelevant","אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
egyj66fny,"Mullah Bakhtyr, a senior leader of the PUK and Peshmerga admits that when   entered the city of Makhmr in north irq  they didnt loot a single house, not even the PUKs offices. He admits that the Peshmerga on the other hand regularly loot civilians homes.,100.0","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
nfg9axnu0,"Turning to Allah Only in Trouble |ClickDEEN360  via @YouTube,","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
iibiu6edd,"""Theres throwing stones from a glass house, but this is a cardboard box. Is uncle Faris forgetting that the biggest Hindu temple outside of India &amp; the Kufri Abrahamic interfaith house are located in his country?,","Salafi jihadi","הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב","","","","","","","","","","","",""
tajq2tlmn,"""04 | RUQYA - Ayat Al-Kursi | Ramadan 1447 | Shaykh Musa Jibril (  )
SRT:,","Salafi jihadi","אילון כהן","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","","","","","","","",""
uwah11uci,"""""JUSTICE THE AMERICAN WAY.  
""
--------------

And you wanna tell me that millennials are not equally retarded as boomers? 
This is clearly the work of a millenial with low testosterone,","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
rn9h4e0oj,""" [New Tracks] Raman Reminders 1447 | 2026.

1 - Raman: A Time of Aiding One Another - Sh Abu Idrees Muhammad Khn.

2 - Ahlul-adth & the Claims of the Madhhabs - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP | @AbuIdrees,","Salafi taklidi","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","",""
qswmyxfhy,"""Iran is transforming Tel Aviv into a barbecue hotspot!

3 am , 9th of march 2026,","Irrelevant","אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
gxnamyyzh,"""""BREAKING: Confirmation from several US officials that there is now an Iraqi Kurdish ground offensive inside Iran""
""
--------------

If true, the Kurds are once again being sacrificed as retarded pawns,","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
84l46jy3l,"""Netanyahu is The Proudest Taghut in The World

Shaykh Abdullah al-Faisal,","Salafi jihadi","הילי חכמי;הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi jihadi","ח. אחר","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","",""
z8igz8jer,"The One Message All Prophets Shared  A Reminder Many of Us Forget | Cli...  via @YouTube,","Salafi taklidi","הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","",""
nz22ysk83,"""Whoever doesn't takfr the kfir is a kfir.""

And by being too extreme and unjustly takfring Muslims in unclear matters or out of assumption - you may fall under the Messenger 's statement: ""If a man says to his brother, 'O kfir,' then surely one of them are such."",17.0","Salafi jihadi","אילון כהן","","","","","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","","","","","","","","","","","","","",""
b9ow8he4u,"""""May Allah Grant You A Dutiful Son Like Ahmad."",","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
or6cvhte8,"""We all agree this war is asymmetrical.

How could it not be?

On one side you have people like:

Dr. Ali Larijani (Secretary of the Supreme National Security Council of Iran) author of three essays on Immanuel Kant, his writings are studied in Western universities:

 The Mathematical Method in Kants Philosophy
 Metaphysics and the Exact Sciences in Kants Philosophy
 Intuition and the Synthetic A Priori Judgments in Kants Philosophy

And:

Dr. Abbas Araghchi (Minister of Foreign Affairs of Iran) PhD from the University of Kent.

His doctoral thesis:
The Evolution of the Concept of Political Participation in Twentieth-Century Islamic Political Thought.

And on the other side?

Donald Trump.

A man whose vocabulary barely exceeds 200 words.

Most famous quote:

Grab em by the pussy."",","Irrelevant","ענה-יה אך;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
99qy1qcmm,"""    
my grandfather (nana) passed away

please make dua for him and 
pray for my mother"",63.0","Irrelevant","אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","","","","","","","",""
w39hjnduw,"""Israel loyalists in the US don't allow American officials to express anger toward Israel for any reason, even when they kill American citizens and Christians, which they do quite often."",","Irrelevant","זיו חסון","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","",""
9cyuhitnw,"""Abduls father, a Bangladeshi migrant worker in the UAE, delivered water for a living so his family back home could survive. He knew nothing about the war. He had no chartered jet waiting to evacuate him. These migrant workers will be the nameless casualties of an imperial war,","Irrelevant","הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","","","",""
s7yfhll3p,"The Prophet (peace be upon him) said (to her): 

""Where is Allah?"" 

She said: ""Above the heavens.""

-Sahih Muslim 537.

Screw your ""consensus"".,","Salafi taklidi","הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","",""
d0pf91k42,"""24 | #Ramadan1447 | ""ALLAH HAS RETURNED YOUR SON'S SIGHT"" | Shaykh Musa Jibril (  )
PDF:,","Salafi jihadi","אילון כהן","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","","","","","","","",""
59kgfcvhr,"""I mean come on.....,","Irrelevant","צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","",""
jnuf11yzk,""" Never forget! An American soldier smiles for a photo with the shattered body of an Iraqi child.,","Irrelevant","ענה-יה אך","","","","","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","",""
9qa2l1y7u,"""09 | #Ramadan1447 | FAR BE IT FROM ME | Shaykh Musa Jibril (  )
PDF: 
SRT:,","Salafi jihadi","אריאל כהן","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","","","","","",""
